"season","date","team","gameid","opponent","venue","homeaway","result","reg","oppreg","final","oppfinal","Poss","OppPoss","OffRtg","DefRtg","eFG%","TO%","OR%","FTR","OppeFG%","OppTO%","OppOR%","OppFTR","FG%","OppFG%","3PT%","Opp3PT%","FT%","OppFT%","Min","FIC","Off","Def","Reb","Ast","PF","STL","TO","BLK","PTS","FGM","FGA","3PM","3PA","FTM","FTA","OppFIC","OppOff","OppDef","OppReb","OppAst","OppPF","OppSTL","OppTO","OppBLK","OppPTS","OppFGM","OppFGA","Opp3PM","Opp3PA","OppFTM","OppFTA","teamOdds","oppOdds","teamLine","totalLine","playoffGame","ot","mov"
"2018",2018-01-28,"Illawarra Hawks","271866","Cairns Taipans","WIN Entertainment Centre","Home",1,88,78,88,78,72,72,121.5,107.7,0.557,0.166,0.303,0.328,0.508,0.193,0.321,0.262,47.5,42.6,43.5,34.5,66.7,88.9,"199",68.8,13,26,39,17,11,7,13,4,88,29,61,10,23,20,30,52.8,10,20,30,18,22,7,16,4,78,26,61,10,29,16,18,1.411,3.03,-5.5,170.5,"N","N",10
"2018",2018-01-28,"Cairns Taipans","271866","Illawarra Hawks","WIN Entertainment Centre","Away",0,78,88,78,88,72,72,107.7,121.5,0.508,0.193,0.321,0.262,0.557,0.166,0.303,0.328,42.6,47.5,34.5,43.5,88.9,66.7,"199",52.8,10,20,30,18,22,7,16,4,78,26,61,10,29,16,18,68.8,13,26,39,17,11,7,13,4,88,29,61,10,23,20,30,3.03,1.411,5.5,170.5,"N","N",-10
"2018",2018-01-27,"Perth Wildcats","271865","New Zealand Breakers","Perth Arena","Home",1,90,73,90,73,71,71,126.6,102.7,0.552,0.141,0.258,0.448,0.464,0.141,0.387,0.13,51.7,43.5,36.4,16.7,86.7,56.3,"199",67.5,9,29,38,16,16,5,11,4,90,30,58,4,11,26,30,36,13,21,34,13,25,4,10,0,73,30,69,4,24,9,16,1.421,2.98,-6,161,"N","N",17
"2018",2018-01-27,"New Zealand Breakers","271865","Perth Wildcats","Perth Arena","Away",0,73,90,73,90,71,71,102.7,126.6,0.464,0.141,0.387,0.13,0.552,0.141,0.258,0.448,43.5,51.7,16.7,36.4,56.3,86.7,"199",36,13,21,34,13,25,4,10,0,73,30,69,4,24,9,16,67.5,9,29,38,16,16,5,11,4,90,30,58,4,11,26,30,2.98,1.421,6,161,"N","N",-17
"2018",2018-01-27,"Brisbane Bullets","271864","Adelaide 36ers","Brisbane Entertainment Centre","Home",1,95,90,95,90,82,82,115.7,109.6,0.506,0.11,0.289,0.221,0.5,0.17,0.297,0.268,45.5,46.5,34.8,33.3,85,73.1,"199",82,13,28,41,26,20,9,10,5,95,35,77,8,23,17,20,67,15,27,42,21,17,6,14,5,90,33,71,5,15,19,26,2.53,1.555,4.5,184,"N","N",5
"2018",2018-01-27,"Adelaide 36ers","271864","Brisbane Bullets","Brisbane Entertainment Centre","Away",0,90,95,90,95,82,82,109.6,115.7,0.5,0.17,0.297,0.268,0.506,0.11,0.289,0.221,46.5,45.5,33.3,34.8,73.1,85,"199",67,15,27,42,21,17,6,14,5,90,33,71,5,15,19,26,82,13,28,41,26,20,9,10,5,95,35,77,8,23,17,20,1.555,2.53,-4.5,184,"N","N",-5
"2018",2018-01-24,"Cairns Taipans","271863","Melbourne United","Cairns Convention Centre","Home",0,0,0,68,79,68,68,99.6,115.7,0.346,0.22,0.5,0.309,0.517,0.19,0.321,0.283,30.9,46.7,18.5,27.3,84,94.4,"199",42.4,24,23,47,14,18,6,17,2,68,21,68,5,27,21,25,46.5,10,22,32,13,22,5,13,2,79,28,60,6,22,17,18,3.84,1.284,8,160,"N","N",-11
"2018",2018-01-24,"Melbourne United","271863","Cairns Taipans","Cairns Convention Centre","Away",1,0,0,79,68,68,68,115.7,99.6,0.517,0.19,0.321,0.283,0.346,0.22,0.5,0.309,46.7,30.9,27.3,18.5,94.4,84,"199",46.5,10,22,32,13,22,5,13,2,79,28,60,6,22,17,18,42.4,24,23,47,14,18,6,17,2,68,21,68,5,27,21,25,1.284,3.84,-8,160,"N","N",11
"2018",2018-01-21,"Sydney Kings","271781","Perth Wildcats","Qudos Bank Arena","Home",1,84,56,84,56,74,74,113.9,76,0.493,0.054,0.205,0.269,0.366,0.203,0.25,0.104,40.3,32.8,42.9,19.2,69.2,58.3,"199",71.8,10,33,43,14,13,9,4,4,84,27,67,12,28,18,26,21.2,13,31,44,10,21,2,15,1,56,22,67,5,26,7,12,2.71,1.492,4.5,168,"N","N",28
"2018",2018-01-21,"Perth Wildcats","271781","Sydney Kings","Qudos Bank Arena","Away",0,56,84,56,84,74,74,76,113.9,0.366,0.203,0.25,0.104,0.493,0.054,0.205,0.269,32.8,40.3,19.2,42.9,58.3,69.2,"199",21.2,13,31,44,10,21,2,15,1,56,22,67,5,26,7,12,71.8,10,33,43,14,13,9,4,4,84,27,67,12,28,18,26,1.492,2.71,-4.5,168,"N","N",-28
"2018",2018-01-21,"Illawarra Hawks","271780","Adelaide 36ers","WIN Entertainment Centre","Home",0,93,112,93,112,88,88,105.6,127.2,0.507,0.182,0.4,0.227,0.664,0.25,0.3,0.343,45.3,58.2,32,64.7,81,71.9,"199",47.4,13,19,32,13,26,7,16,2,93,34,75,8,25,17,21,87.8,14,29,43,21,22,12,22,5,112,39,67,11,17,23,32,1.694,2.23,-2.5,190.5,"N","N",-19
"2018",2018-01-21,"Adelaide 36ers","271780","Illawarra Hawks","WIN Entertainment Centre","Away",1,112,93,112,93,88,88,127.2,105.6,0.664,0.25,0.3,0.343,0.507,0.182,0.4,0.227,58.2,45.3,64.7,32,71.9,81,"199",87.8,14,29,43,21,22,12,22,5,112,39,67,11,17,23,32,47.4,13,19,32,13,26,7,16,2,93,34,75,8,25,17,21,2.23,1.694,2.5,190.5,"N","N",19
"2018",2018-01-20,"Cairns Taipans","271779","New Zealand Breakers","Cairns Convention Centre","Home",1,81,71,81,71,70,70,116.4,102,0.5,0.129,0.333,0.306,0.5,0.259,0.29,0.224,41.9,44.8,41.7,30,82.6,92.9,"199",59.9,9,21,30,17,15,8,9,3,81,26,62,10,24,19,23,37.8,11,28,39,11,24,6,18,3,71,26,58,6,20,13,14,1.769,2.11,-2,159.5,"N","N",10
"2018",2018-01-20,"New Zealand Breakers","271779","Cairns Taipans","Cairns Convention Centre","Away",0,71,81,71,81,70,70,102,116.4,0.5,0.259,0.29,0.224,0.5,0.129,0.333,0.306,44.8,41.9,30,41.7,92.9,82.6,"199",37.8,11,28,39,11,24,6,18,3,71,26,58,6,20,13,14,59.9,9,21,30,17,15,8,9,3,81,26,62,10,24,19,23,2.11,1.769,2,159.5,"N","N",-10
"2018",2018-01-20,"Brisbane Bullets","271778","Melbourne United","Brisbane Entertainment Centre","Home",0,95,108,95,108,79,79,119.7,136,0.56,0.164,0.227,0.517,0.688,0.164,0.214,0.313,51.7,59.4,33.3,42.9,83.3,87,"199",62.2,8,19,27,19,17,6,13,3,95,30,58,5,15,30,36,82.4,8,24,32,21,27,7,14,7,108,38,64,12,28,20,23,2.03,1.833,1.5,165.5,"N","N",-13
"2018",2018-01-20,"Melbourne United","271778","Brisbane Bullets","Brisbane Entertainment Centre","Away",1,108,95,108,95,79,79,136,119.7,0.688,0.164,0.214,0.313,0.56,0.164,0.227,0.517,59.4,51.7,42.9,33.3,87,83.3,"197",82.4,8,24,32,21,27,7,14,7,108,38,64,12,28,20,23,62.2,8,19,27,19,17,6,13,3,95,30,58,5,15,30,36,1.833,2.03,-1.5,165.5,"N","N",13
"2018",2018-01-19,"Perth Wildcats","271777","Sydney Kings","Perth Arena","Home",0,77,84,77,84,74,74,104.5,114,0.453,0.176,0.476,0.12,0.555,0.203,0.263,0.203,36,46.9,41.2,47.8,56.3,76.5,"199",49.8,21,22,43,11,19,8,14,2,77,27,75,14,34,9,16,61.1,14,29,43,17,17,5,15,2,84,30,64,11,23,13,17,1.12,6.85,-12.5,167,"N","N",-7
"2018",2018-01-19,"Sydney Kings","271777","Perth Wildcats","Perth Arena","Away",1,84,77,84,77,74,74,114,104.5,0.555,0.203,0.263,0.203,0.453,0.176,0.476,0.12,46.9,36,47.8,41.2,76.5,56.3,"199",61.1,14,29,43,17,17,5,15,2,84,30,64,11,23,13,17,49.8,21,22,43,11,19,8,14,2,77,27,75,14,34,9,16,6.85,1.12,12.5,167,"N","N",7
"2018",2018-01-19,"Adelaide 36ers","271776","Illawarra Hawks","Adelaide Arena","Home",1,112,90,112,90,87,87,129.2,103.8,0.565,0.173,0.388,0.202,0.518,0.196,0.414,0.061,51.2,46.3,45,26.5,70.8,83.3,"199",104,21,32,53,26,11,11,15,6,112,43,84,9,20,17,24,55,13,24,37,19,22,9,20,4,90,38,82,9,34,5,6,1.4,3.08,-5,188.5,"N","N",22
"2018",2018-01-19,"Illawarra Hawks","271776","Adelaide 36ers","Adelaide Arena","Away",0,90,112,90,112,87,87,103.8,129.2,0.518,0.196,0.414,0.061,0.565,0.173,0.388,0.202,46.3,51.2,26.5,45,83.3,70.8,"199",55,13,24,37,19,22,9,20,4,90,38,82,9,34,5,6,104,21,32,53,26,11,11,15,6,112,43,84,9,20,17,24,3.08,1.4,5,188.5,"N","N",-22
"2018",2018-01-18,"New Zealand Breakers","294956","Melbourne United","Vector Arena","Home",1,0,0,98,81,75,75,130.6,107.9,0.522,0.133,0.317,0.418,0.478,0.067,0.286,0.254,46.3,38.8,29.6,37.5,77.8,58.6,"200",65.2,13,28,41,15,24,2,10,2,98,31,67,8,27,28,36,46.4,8,20,28,17,27,3,5,2,81,26,67,12,32,17,29,1.675,2.26,-3,166.5,"N","N",17
"2018",2018-01-18,"Melbourne United","294956","New Zealand Breakers","Vector Arena","Away",0,0,0,81,98,75,75,107.9,130.6,0.478,0.067,0.286,0.254,0.522,0.133,0.317,0.418,38.8,46.3,37.5,29.6,58.6,77.8,"200",46.4,8,20,28,17,27,3,5,2,81,26,67,12,32,17,29,65.2,13,28,41,15,24,2,10,2,98,31,67,8,27,28,36,2.26,1.675,3,166.5,"N","N",-17
"2018",2018-01-14,"Brisbane Bullets","271774","Perth Wildcats","Brisbane Entertainment Centre","Home",0,80,81,80,81,70,70,114.5,116,0.612,0.2,0.233,0.155,0.545,0.129,0.333,0.119,51.7,47.8,52.4,45,75,53.3,"199",59.2,9,24,33,16,14,4,15,4,80,30,58,11,21,9,12,63.1,14,20,34,19,16,9,9,2,81,32,67,9,20,8,15,2.54,1.549,4,163.5,"N","N",-1
"2018",2018-01-14,"Perth Wildcats","271774","Brisbane Bullets","Brisbane Entertainment Centre","Away",1,81,80,81,80,70,70,116,114.5,0.545,0.129,0.333,0.119,0.612,0.2,0.233,0.155,47.8,51.7,45,52.4,53.3,75,"199",63.1,14,20,34,19,16,9,9,2,81,32,67,9,20,8,15,59.2,9,24,33,16,14,4,15,4,80,30,58,11,21,9,12,1.549,2.54,-4,163.5,"N","N",1
"2018",2018-01-13,"Sydney Kings","271773","Adelaide 36ers","Qudos Bank Arena","Home",0,101,104,101,104,82,82,123.7,127.4,0.556,0.123,0.313,0.31,0.575,0.135,0.267,0.403,50.7,53.7,30.4,41.7,73.3,84.4,"199",69,11,23,34,18,22,4,10,5,101,36,71,7,23,22,30,68.8,10,29,39,18,23,7,11,0,104,36,67,5,12,27,32,2.38,1.617,4,184.5,"N","N",-3
"2018",2018-01-13,"Adelaide 36ers","271773","Sydney Kings","Qudos Bank Arena","Away",1,104,101,104,101,82,82,127.4,123.7,0.575,0.135,0.267,0.403,0.556,0.123,0.313,0.31,53.7,50.7,41.7,30.4,84.4,73.3,"199",68.8,10,29,39,18,23,7,11,0,104,36,67,5,12,27,32,69,11,23,34,18,22,4,10,5,101,36,71,7,23,22,30,1.617,2.38,-4,184.5,"N","N",3
"2018",2018-01-13,"Illawarra Hawks","271772","New Zealand Breakers","WIN Entertainment Centre","Home",1,90,79,90,79,78,78,115,100.9,0.545,0.153,0.294,0.273,0.468,0.243,0.444,0.091,48.5,41.6,44.4,28.6,78.3,50,"181",70.4,10,25,35,17,17,9,12,5,90,32,66,8,18,18,23,53.2,22,28,50,11,23,9,19,9,79,32,77,8,28,7,14,1.714,2.2,-2.5,179,"N","N",11
"2018",2018-01-13,"New Zealand Breakers","271772","Illawarra Hawks","WIN Entertainment Centre","Away",0,79,90,79,90,78,78,100.9,115,0.468,0.243,0.444,0.091,0.545,0.153,0.294,0.273,41.6,48.5,28.6,44.4,50,78.3,"199",53.2,22,28,50,11,23,9,19,9,79,32,77,8,28,7,14,70.4,10,25,35,17,17,9,12,5,90,32,66,8,18,18,23,2.2,1.714,2.5,179,"N","N",-11
"2018",2018-01-12,"Perth Wildcats","271771","Melbourne United","Perth Arena","Home",0,80,82,80,82,72,72,110.7,113.5,0.455,0.138,0.316,0.284,0.493,0.138,0.342,0.239,41.8,43.3,26.3,30.8,95,66.7,"199",49.2,13,26,39,13,25,4,11,1,80,28,67,5,19,19,20,55,14,27,41,14,23,4,10,4,82,29,67,8,26,16,24,1.465,2.81,-5,161,"N","N",-2
"2018",2018-01-12,"Melbourne United","271771","Perth Wildcats","Perth Arena","Away",1,82,80,82,80,72,72,113.5,110.7,0.493,0.138,0.342,0.239,0.455,0.138,0.316,0.284,43.3,41.8,30.8,26.3,66.7,95,"199",55,14,27,41,14,23,4,10,4,82,29,67,8,26,16,24,49.2,13,26,39,13,25,4,11,1,80,28,67,5,19,19,20,2.81,1.465,5,161,"N","N",2
"2018",2018-01-11,"Adelaide 36ers","271770","Cairns Taipans","Adelaide Arena","Home",1,100,90,100,90,78,78,128,115.2,0.631,0.179,0.278,0.377,0.609,0.179,0.28,0.188,55.7,50,47.4,43.8,67.6,66.7,"199",79,11,26,37,22,18,8,14,1,100,34,61,9,19,23,34,60.8,8,22,30,21,28,10,16,2,90,32,64,14,32,12,18,1.285,3.84,-7.5,170.5,"N","N",10
"2018",2018-01-11,"Cairns Taipans","271770","Adelaide 36ers","Adelaide Arena","Away",0,90,100,90,100,78,78,115.2,128,0.609,0.179,0.28,0.188,0.631,0.179,0.278,0.377,50,55.7,43.8,47.4,66.7,67.6,"199",60.8,8,22,30,21,28,10,16,2,90,32,64,14,32,12,18,79,11,26,37,22,18,8,14,1,100,34,61,9,19,23,34,3.84,1.285,7.5,170.5,"N","N",-10
"2018",2018-01-07,"New Zealand Breakers","271757","Cairns Taipans","Vector Arena","Home",1,82,69,82,69,74,74,111.4,93.7,0.526,0.163,0.205,0.386,0.387,0.136,0.317,0.197,43.9,32.4,47.6,28.1,71,73.7,"199",70.4,13,32,45,21,21,8,13,5,82,25,57,10,21,22,31,50.1,16,28,44,17,23,7,10,5,69,23,71,9,32,14,19,1.404,3.06,-6,164,"N","N",13
"2018",2018-01-07,"Cairns Taipans","271757","New Zealand Breakers","Vector Arena","Away",0,69,82,69,82,74,74,93.7,111.4,0.387,0.136,0.317,0.197,0.526,0.163,0.205,0.386,32.4,43.9,28.1,47.6,73.7,71,"199",50.1,16,28,44,17,23,7,10,5,69,23,71,9,32,14,19,70.4,13,32,45,21,21,8,13,5,82,25,57,10,21,22,31,3.06,1.404,6,164,"N","N",-13
"2018",2018-01-07,"Brisbane Bullets","271756","Adelaide 36ers","Brisbane Entertainment Centre","Home",0,79,79,84,95,87,87,96.8,109.4,0.513,0.127,0.103,0.065,0.549,0.15,0.125,0.239,45.5,50.7,45,33.3,71.4,81,"224",58.1,3,26,29,23,18,7,11,2,84,35,77,9,20,5,7,68.6,5,35,40,16,11,5,14,1,95,36,71,6,18,17,21,1.862,1.99,-1,181.5,"N","Y",-11
"2018",2018-01-07,"Adelaide 36ers","271756","Brisbane Bullets","Brisbane Entertainment Centre","Away",1,79,79,95,84,87,87,109.4,96.8,0.549,0.15,0.125,0.239,0.513,0.127,0.103,0.065,50.7,45.5,33.3,45,81,71.4,"224",68.6,5,35,40,16,11,5,14,1,95,36,71,6,18,17,21,58.1,3,26,29,23,18,7,11,2,84,35,77,9,20,5,7,1.99,1.862,1,181.5,"N","Y",11
"2018",2018-01-06,"Sydney Kings","271755","Perth Wildcats","Qudos Bank Arena","Home",0,68,76,68,76,68,68,99.8,111.6,0.403,0.117,0.333,0.209,0.433,0.162,0.381,0.269,37.3,38.8,16,26.1,77.8,90,"199",39.5,13,24,37,13,19,7,8,1,68,25,67,4,25,14,18,56.8,16,30,46,14,18,5,11,4,76,26,67,6,23,18,20,2.65,1.512,5,169.5,"N","N",-8
"2018",2018-01-06,"Perth Wildcats","271755","Sydney Kings","Qudos Bank Arena","Away",1,76,68,76,68,68,68,111.6,99.8,0.433,0.162,0.381,0.269,0.403,0.117,0.333,0.209,38.8,37.3,26.1,16,90,77.8,"199",56.8,16,30,46,14,18,5,11,4,76,26,67,6,23,18,20,39.5,13,24,37,13,19,7,8,1,68,25,67,4,25,14,18,1.512,2.65,-5,169.5,"N","N",8
"2018",2018-01-06,"Illawarra Hawks","271754","Melbourne United","WIN Entertainment Centre","Home",0,77,79,77,79,77,77,99.4,102,0.429,0.116,0.258,0.243,0.5,0.207,0.244,0.234,40,43.8,19,29.6,85,68.2,"199",49.2,8,26,34,14,22,9,9,4,77,28,70,4,21,17,20,57,11,34,45,19,20,5,16,3,79,28,64,8,27,15,22,1.8,2.07,-2,178.5,"N","N",-2
"2018",2018-01-06,"Melbourne United","271754","Illawarra Hawks","WIN Entertainment Centre","Away",1,79,77,79,77,77,77,102,99.4,0.5,0.207,0.244,0.234,0.429,0.116,0.258,0.243,43.8,40,29.6,19,68.2,85,"199",57,11,34,45,19,20,5,16,3,79,28,64,8,27,15,22,49.2,8,26,34,14,22,9,9,4,77,28,70,4,21,17,20,2.07,1.8,2,178.5,"N","N",2
"2018",2018-01-05,"Cairns Taipans","271753","Brisbane Bullets","Cairns Convention Centre","Home",1,80,83,83,80,70,70,118.2,113.9,0.577,0.157,0.31,0.123,0.583,0.171,0.207,0.167,47.7,53.3,46.4,37.5,66.7,83.3,"196",64.2,11,20,31,16,9,8,11,2,83,31,65,13,28,8,12,52.8,6,28,34,10,16,8,12,1,80,32,60,6,16,10,12,1.476,2.77,-5,159.5,"N","N",3
"2018",2018-01-05,"Brisbane Bullets","271753","Cairns Taipans","Cairns Convention Centre","Away",0,83,80,80,83,70,70,113.9,118.2,0.583,0.171,0.207,0.167,0.577,0.157,0.31,0.123,53.3,47.7,37.5,46.4,83.3,66.7,"199",52.8,6,28,34,10,16,8,12,1,80,32,60,6,16,10,12,64.2,11,20,31,16,9,8,11,2,83,31,65,13,28,8,12,2.77,1.476,5,159.5,"N","N",-3
"2018",2018-01-04,"Adelaide 36ers","271752","Perth Wildcats","Adelaide Arena","Home",1,97,86,97,86,84,84,115.6,102.5,0.537,0.167,0.214,0.373,0.468,0.119,0.306,0.167,49.3,41,30,33.3,78.1,65,"199",71,11,34,45,17,17,4,15,4,97,33,67,6,20,25,32,58.2,13,27,40,19,25,8,11,4,86,32,78,9,27,13,20,1.943,1.909,1,175.5,"N","N",11
"2018",2018-01-04,"Perth Wildcats","271752","Adelaide 36ers","Adelaide Arena","Away",0,86,97,86,97,84,84,102.5,115.6,0.468,0.119,0.306,0.167,0.537,0.167,0.214,0.373,41,49.3,33.3,30,65,78.1,"199",58.2,13,27,40,19,25,8,11,4,86,32,78,9,27,13,20,71,11,34,45,17,17,4,15,4,97,33,67,6,20,25,32,1.909,1.943,-1,175.5,"N","N",-11
"2018",2017-12-31,"Illawarra Hawks","271751","Brisbane Bullets","WIN Entertainment Centre","Home",1,104,82,104,82,80,80,129.6,102.2,0.596,0.062,0.129,0.233,0.561,0.212,0.176,0.121,53.4,47,42.9,52.2,100,80,"199",92.1,4,28,32,22,14,13,5,2,104,39,73,9,21,17,17,55.8,7,30,37,16,14,2,17,6,82,31,66,12,23,8,10,1.543,2.56,-4.5,178.5,"N","N",22
"2018",2017-12-31,"Brisbane Bullets","271751","Illawarra Hawks","WIN Entertainment Centre","Away",0,82,104,82,104,80,80,102.2,129.6,0.561,0.212,0.176,0.121,0.596,0.062,0.129,0.233,47,53.4,52.2,42.9,80,100,"199",55.8,7,30,37,16,14,2,17,6,82,31,66,12,23,8,10,92.1,4,28,32,22,14,13,5,2,104,39,73,9,21,17,17,2.56,1.543,4.5,178.5,"N","N",-22
"2018",2017-12-31,"Cairns Taipans","271750","Perth Wildcats","Cairns Convention Centre","Home",0,68,83,68,83,70,70,97.5,118.9,0.412,0.186,0.441,0.176,0.515,0.215,0.39,0.209,33.8,43.3,34.5,47.8,66.7,93.3,"199",37.5,17,22,39,16,18,4,13,0,68,23,68,10,29,12,18,64.9,16,27,43,15,18,8,15,4,83,29,67,11,23,14,15,1.98,1.877,1,156.5,"N","N",-15
"2018",2017-12-31,"Perth Wildcats","271750","Cairns Taipans","Cairns Convention Centre","Away",1,83,68,83,68,70,70,118.9,97.5,0.515,0.215,0.39,0.209,0.412,0.186,0.441,0.176,43.3,33.8,47.8,34.5,93.3,66.7,"199",64.9,16,27,43,15,18,8,15,4,83,29,67,11,23,14,15,37.5,17,22,39,16,18,4,13,0,68,23,68,10,29,12,18,1.877,1.98,-1,156.5,"N","N",15
"2018",2017-12-30,"Sydney Kings","271749","Melbourne United","Qudos Bank Arena","Home",0,79,103,79,103,72,72,110.4,143.9,0.529,0.154,0.303,0.087,0.597,0.084,0.375,0.236,44.9,48.6,57.9,50,60,81,"199",53.8,11,24,35,16,18,1,11,6,79,31,69,11,19,6,10,93.9,15,28,43,23,16,4,7,6,103,35,72,16,32,17,21,2.18,1.724,2.5,170.5,"N","N",-24
"2018",2017-12-30,"Melbourne United","271749","Sydney Kings","Qudos Bank Arena","Away",1,103,79,103,79,72,72,143.9,110.4,0.597,0.084,0.375,0.236,0.529,0.154,0.303,0.087,48.6,44.9,50,57.9,81,60,"199",93.9,15,28,43,23,16,4,7,6,103,35,72,16,32,17,21,53.8,11,24,35,16,18,1,11,6,79,31,69,11,19,6,10,1.724,2.18,-2.5,170.5,"N","N",24
"2018",2017-12-29,"Adelaide 36ers","271748","New Zealand Breakers","Adelaide Arena","Home",1,88,85,88,85,82,82,107.8,104.2,0.433,0.147,0.351,0.307,0.486,0.208,0.372,0.208,40,43.1,20,28.6,76.7,71.4,"199",65,18,26,44,22,17,6,12,6,88,30,75,5,25,23,30,56.4,18,29,47,15,26,8,17,4,85,31,72,8,28,15,21,1.724,2.18,-2.5,180.5,"N","N",3
"2018",2017-12-29,"New Zealand Breakers","271748","Adelaide 36ers","Adelaide Arena","Away",0,85,88,85,88,82,82,104.2,107.8,0.486,0.208,0.372,0.208,0.433,0.147,0.351,0.307,43.1,40,28.6,20,71.4,76.7,"199",56.4,18,29,47,15,26,8,17,4,85,31,72,8,28,15,21,65,18,26,44,22,17,6,12,6,88,30,75,5,25,23,30,2.18,1.724,2.5,180.5,"N","N",-3
"2018",2017-12-28,"Illawarra Hawks","271747","Cairns Taipans","WIN Entertainment Centre","Home",1,106,102,106,102,72,72,147.6,142,0.68,0.125,0.333,0.297,0.637,0.125,0.276,0.371,54.7,51.6,50,45.5,82.6,95.8,"199",85.4,11,21,32,24,20,5,9,1,106,35,64,17,34,19,23,82.8,9,21,30,24,21,6,9,2,102,32,62,15,33,23,24,1.641,2.33,-3,166.5,"N","N",4
"2018",2017-12-28,"Cairns Taipans","271747","Illawarra Hawks","WIN Entertainment Centre","Away",0,102,106,102,106,72,72,142,147.6,0.637,0.125,0.276,0.371,0.68,0.125,0.333,0.297,51.6,54.7,45.5,50,95.8,82.6,"199",82.8,9,21,30,24,21,6,9,2,102,32,62,15,33,23,24,85.4,11,21,32,24,20,5,9,1,106,35,64,17,34,19,23,2.33,1.641,3,166.5,"N","N",-4
"2018",2017-12-26,"Melbourne United","271746","Brisbane Bullets","Melbourne Arena","Home",1,0,0,69,68,69,69,100.4,99,0.45,0.102,0.316,0.086,0.444,0.116,0.2,0.21,41.4,40.3,26.3,27.8,50,72.2,"199",48,13,28,41,8,13,6,8,4,69,29,70,5,19,6,12,49.2,9,31,40,15,13,3,9,3,68,25,62,5,18,13,18,1.413,3.02,-6.5,172.5,"N","N",1
"2018",2017-12-26,"Brisbane Bullets","271746","Melbourne United","Melbourne Arena","Away",0,0,0,68,69,69,69,99,100.4,0.444,0.116,0.2,0.21,0.45,0.102,0.316,0.086,40.3,41.4,27.8,26.3,72.2,50,"199",49.2,9,31,40,15,13,3,9,3,68,25,62,5,18,13,18,48,13,28,41,8,13,6,8,4,69,29,70,5,19,6,12,3.02,1.413,6.5,172.5,"N","N",-1
"2018",2017-12-24,"Adelaide 36ers","271733","Cairns Taipans","Adelaide Arena","Home",0,75,94,75,94,79,79,94.9,118.9,0.442,0.19,0.368,0.203,0.554,0.127,0.237,0.162,39.1,45.9,25.9,43.8,51.9,85.7,"199",44.6,14,24,38,15,17,5,15,3,75,27,69,7,27,14,27,73,9,29,38,19,22,9,10,2,94,34,74,14,32,12,14,1.431,2.94,-5.5,169.5,"N","N",-19
"2018",2017-12-24,"Cairns Taipans","271733","Adelaide 36ers","Adelaide Arena","Away",1,94,75,94,75,79,79,118.9,94.9,0.554,0.127,0.237,0.162,0.442,0.19,0.368,0.203,45.9,39.1,43.8,25.9,85.7,51.9,"199",73,9,29,38,19,22,9,10,2,94,34,74,14,32,12,14,44.6,14,24,38,15,17,5,15,3,75,27,69,7,27,14,27,2.94,1.431,5.5,169.5,"N","N",19
"2018",2017-12-23,"Illawarra Hawks","271732","Perth Wildcats","WIN Entertainment Centre","Home",1,96,84,96,84,81,81,119.1,104.2,0.656,0.198,0.167,0.188,0.543,0.236,0.29,0.114,56.3,48.6,41.4,29.6,85.7,100,"199",72.8,5,21,26,20,14,7,16,7,96,36,64,12,29,12,14,48,14,24,38,15,18,7,19,0,84,34,70,8,27,8,8,2.24,1.689,2.5,171,"N","N",12
"2018",2017-12-23,"Perth Wildcats","271732","Illawarra Hawks","WIN Entertainment Centre","Away",0,84,96,84,96,81,81,104.2,119.1,0.543,0.236,0.29,0.114,0.656,0.198,0.167,0.188,48.6,56.3,29.6,41.4,100,85.7,"199",48,14,24,38,15,18,7,19,0,84,34,70,8,27,8,8,72.8,5,21,26,20,14,7,16,7,96,36,64,12,29,12,14,1.689,2.24,-2.5,171,"N","N",-12
"2018",2017-12-23,"Brisbane Bullets","271731","Sydney Kings","Brisbane Entertainment Centre","Home",0,95,101,95,101,78,78,121.2,128.8,0.58,0.14,0.242,0.217,0.568,0.077,0.233,0.247,50.7,50.7,47.6,45,78.9,90,"199",69.9,10,28,38,19,16,6,12,1,95,35,69,10,21,15,19,80.5,8,25,33,19,13,8,6,3,101,37,73,9,20,18,20,1.434,2.93,-5.5,168.5,"N","N",-6
"2018",2017-12-23,"Sydney Kings","271731","Brisbane Bullets","Brisbane Entertainment Centre","Away",1,101,95,101,95,78,78,128.8,121.2,0.568,0.077,0.233,0.247,0.58,0.14,0.242,0.217,50.7,50.7,45,47.6,90,78.9,"199",80.5,8,25,33,19,13,8,6,3,101,37,73,9,20,18,20,69.9,10,28,38,19,16,6,12,1,95,35,69,10,21,15,19,2.93,1.434,5.5,168.5,"N","N",6
"2018",2017-12-22,"Melbourne United","271730","Adelaide 36ers","Melbourne Arena","Home",1,0,0,99,91,87,87,113.9,104.7,0.533,0.161,0.27,0.237,0.456,0.138,0.289,0.241,43.4,43,44.1,22.2,72,82.6,"199",63.4,10,27,37,19,21,2,14,4,99,33,76,15,34,18,25,56.9,11,27,38,11,23,10,12,5,91,34,79,4,18,19,23,1.645,2.32,-3,178.5,"N","N",8
