"season","date","team","gameid","opponent","venue","homeaway","result","reg","oppreg","final","oppfinal","Poss","OppPoss","OffRtg","DefRtg","eFG%","TO%","OR%","FTR","OppeFG%","OppTO%","OppOR%","OppFTR","FG%","OppFG%","3PT%","Opp3PT%","FT%","OppFT%","Min","FIC","Off","Def","Reb","Ast","PF","STL","TO","BLK","PTS","FGM","FGA","3PM","3PA","FTM","FTA","OppFIC","OppOff","OppDef","OppReb","OppAst","OppPF","OppSTL","OppTO","OppBLK","OppPTS","OppFGM","OppFGA","Opp3PM","Opp3PA","OppFTM","OppFTA","teamOdds","oppOdds","teamLine","totalLine","playoffGame","ot","mov"
"2016",2016-02-21,"Illawarra Hawks","235753","Perth Wildcats","WIN Entertainment Centre","Home",1,104,87,104,87,78,78,133.1,111.4,0.592,0.128,0.343,0.282,0.5,0.179,0.364,0.279,52.1,44.1,37,40,83.3,70.4,"199",82.5,12,23,35,23,29,7,10,6,104,37,71,10,27,20,24,53.6,12,21,33,17,20,4,14,3,87,30,68,8,20,19,27,2.32,1.684,3,170,"Y","N",17
"2016",2016-02-21,"Perth Wildcats","235753","Illawarra Hawks","WIN Entertainment Centre","Away",0,87,104,87,104,78,78,111.4,133.1,0.5,0.179,0.364,0.279,0.592,0.128,0.343,0.282,44.1,52.1,40,37,70.4,83.3,"199",53.6,12,21,33,17,20,4,14,3,87,30,68,8,20,19,27,82.5,12,23,35,23,29,7,10,6,104,37,71,10,27,20,24,1.684,2.32,-3,170,"Y","N",-17
"2016",2016-02-20,"New Zealand Breakers","235752","Melbourne United","Vector Arena","Home",1,91,78,91,78,76,76,119.7,102.6,0.521,0.158,0.319,0.205,0.457,0.105,0.281,0.2,45.2,38.6,40,33.3,68.2,77.8,"199",72,15,32,47,15,18,6,12,5,91,33,73,10,25,15,22,46,9,23,32,13,18,3,8,2,78,27,70,10,30,14,18,1.343,3.57,-6.5,167,"Y","N",13
"2016",2016-02-20,"Melbourne United","235752","New Zealand Breakers","Vector Arena","Away",0,78,91,78,91,76,76,102.6,119.7,0.457,0.105,0.281,0.2,0.521,0.158,0.319,0.205,38.6,45.2,33.3,40,77.8,68.2,"199",46,9,23,32,13,18,3,8,2,78,27,70,10,30,14,18,72,15,32,47,15,18,6,12,5,91,33,73,10,25,15,22,3.57,1.343,6.5,167,"Y","N",-13
"2016",2016-02-19,"Perth Wildcats","235751","Illawarra Hawks","Challenge Stadium","Home",1,80,68,80,68,68,68,116.9,99.3,0.476,0.131,0.37,0.317,0.46,0.204,0.324,0.177,39.7,40.3,45.5,23.3,80,64.7,"199",51.1,10,17,27,15,22,7,9,3,80,25,63,10,22,20,25,39.9,11,23,34,12,23,7,14,3,68,25,62,7,30,11,17,1.381,3.33,-6,173.5,"Y","N",12
"2016",2016-02-19,"Illawarra Hawks","235751","Perth Wildcats","Challenge Stadium","Away",0,68,80,68,80,68,68,99.3,116.9,0.46,0.204,0.324,0.177,0.476,0.131,0.37,0.317,40.3,39.7,23.3,45.5,64.7,80,"199",39.9,11,23,34,12,23,7,14,3,68,25,62,7,30,11,17,51.1,10,17,27,15,22,7,9,3,80,25,63,10,22,20,25,3.33,1.381,6,173.5,"Y","N",-12
"2016",2016-02-18,"Melbourne United","235750","New Zealand Breakers","Melbourne Arena","Home",0,82,91,82,91,75,75,109.7,121.7,0.478,0.147,0.306,0.25,0.493,0.107,0.419,0.211,41.2,44.7,32.1,33.3,73.9,69.6,"199",51.1,11,25,36,7,18,4,11,8,82,28,68,9,28,17,23,66.1,18,25,43,10,20,8,8,4,91,34,76,7,21,16,23,1.54,2.66,-4.5,167,"Y","N",-9
"2016",2016-02-18,"New Zealand Breakers","235750","Melbourne United","Melbourne Arena","Away",1,91,82,91,82,75,75,121.7,109.7,0.493,0.107,0.419,0.211,0.478,0.147,0.306,0.25,44.7,41.2,33.3,32.1,69.6,73.9,"199",66.1,18,25,43,10,20,8,8,4,91,34,76,7,21,16,23,51.1,11,25,36,7,18,4,11,8,82,28,68,9,28,17,23,2.66,1.54,4.5,167,"Y","N",9
"2016",2016-02-14,"Melbourne United","217726","New Zealand Breakers","State Netball and Hockey Centre","Home",0,68,70,68,70,77,77,88.3,90.9,0.402,0.117,0.161,0.227,0.414,0.169,0.292,0.092,34.8,38.2,30.4,26.3,62.5,70,"199",37,5,26,31,8,10,6,9,3,68,23,66,7,23,15,24,50.2,14,34,48,15,19,3,13,6,70,29,76,5,19,7,10,1.341,3.59,-7.5,173,"N","N",-2
"2016",2016-02-14,"New Zealand Breakers","217726","Melbourne United","State Netball and Hockey Centre","Away",1,70,68,70,68,77,77,90.9,88.3,0.414,0.169,0.292,0.092,0.402,0.117,0.161,0.227,38.2,34.8,26.3,30.4,70,62.5,"199",50.2,14,34,48,15,19,3,13,6,70,29,76,5,19,7,10,37,5,26,31,8,10,6,9,3,68,23,66,7,23,15,24,3.59,1.341,7.5,173,"N","N",2
"2016",2016-02-14,"Perth Wildcats","217725","Adelaide 36ers","Challenge Stadium","Home",1,100,84,100,84,81,81,122.7,103.1,0.534,0.135,0.31,0.284,0.479,0.172,0.324,0.225,48.6,46.5,33.3,11.1,75,84.2,"199",74.8,13,29,42,20,20,6,11,1,100,36,74,7,21,21,28,41.4,11,23,34,12,27,3,14,2,84,33,71,2,18,16,19,1.192,5.38,-10,173.5,"N","N",16
"2016",2016-02-14,"Adelaide 36ers","217725","Perth Wildcats","Challenge Stadium","Away",0,84,100,84,100,81,81,103.1,122.7,0.479,0.172,0.324,0.225,0.534,0.135,0.31,0.284,46.5,48.6,11.1,33.3,84.2,75,"199",41.4,11,23,34,12,27,3,14,2,84,33,71,2,18,16,19,74.8,13,29,42,20,20,6,11,1,100,36,74,7,21,21,28,5.38,1.192,10,173.5,"N","N",-16
"2016",2016-02-13,"Townsville Crocodiles","217724","Sydney Kings","Townsville Entertainment Centre","Home",1,109,109,126,123,94,94,133.6,130.4,0.552,0.095,0.452,0.345,0.618,0.106,0.189,0.212,48.3,54.1,37.5,39.4,68.2,85.7,"224",85.5,19,23,42,21,22,3,9,1,126,42,87,12,32,30,44,91.9,7,30,37,23,28,3,10,9,123,46,85,13,33,18,21,1.318,3.76,-8,176,"N","Y",3
"2016",2016-02-13,"Sydney Kings","217724","Townsville Crocodiles","Townsville Entertainment Centre","Away",0,109,109,123,126,94,94,130.4,133.6,0.618,0.106,0.189,0.212,0.552,0.095,0.452,0.345,54.1,48.3,39.4,37.5,85.7,68.2,"224",91.9,7,30,37,23,28,3,10,9,123,46,85,13,33,18,21,85.5,19,23,42,21,22,3,9,1,126,42,87,12,32,30,44,3.76,1.318,8,176,"N","Y",-3
"2016",2016-02-12,"New Zealand Breakers","217723","Melbourne United","Vector Arena","Home",1,100,63,100,63,77,77,130.2,82,0.652,0.195,0.283,0.212,0.391,0.169,0.381,0.13,57.6,36.2,47.6,20,58.3,69.2,"200",87.8,13,33,46,18,15,7,15,6,100,38,66,10,21,14,24,15.6,8,13,21,9,17,3,13,1,63,25,69,4,20,9,13,1.2,5.23,-9.5,168.5,"N","N",37
"2016",2016-02-12,"Melbourne United","217723","New Zealand Breakers","Vector Arena","Away",0,63,100,63,100,77,77,82,130.2,0.391,0.169,0.381,0.13,0.652,0.195,0.283,0.212,36.2,57.6,20,47.6,69.2,58.3,"200",15.6,8,13,21,9,17,3,13,1,63,25,69,4,20,9,13,87.8,13,33,46,18,15,7,15,6,100,38,66,10,21,14,24,5.23,1.2,9.5,168.5,"N","N",-37
"2016",2016-02-12,"Illawarra Hawks","217722","Adelaide 36ers","WIN Entertainment Centre","Home",1,106,95,106,95,82,82,128.6,115.3,0.566,0.17,0.371,0.263,0.508,0.194,0.379,0.424,48.7,47,37.5,26.3,80,87.5,"200",73.6,13,22,35,22,27,7,14,3,106,37,76,12,32,20,25,48,11,18,29,11,22,3,16,3,95,31,66,5,19,28,32,1.469,2.91,-5,187,"N","N",11
"2016",2016-02-12,"Adelaide 36ers","217722","Illawarra Hawks","WIN Entertainment Centre","Away",0,95,106,95,106,82,82,115.3,128.6,0.508,0.194,0.379,0.424,0.566,0.17,0.371,0.263,47,48.7,26.3,37.5,87.5,80,"200",48,11,18,29,11,22,3,16,3,95,31,66,5,19,28,32,73.6,13,22,35,22,27,7,14,3,106,37,76,12,32,20,25,2.91,1.469,5,187,"N","N",-11
"2016",2016-02-11,"Townsville Crocodiles","217721","Cairns Taipans","Townsville Entertainment Centre","Home",1,85,68,85,68,72,72,118.5,94.8,0.595,0.181,0.222,0.159,0.475,0.167,0.143,0.203,52.4,40.7,39.1,53.3,83.3,92.3,"200",68.2,8,28,36,19,14,4,13,3,85,33,63,9,23,10,12,27.4,3,18,21,12,20,1,12,1,68,24,59,8,15,12,13,1.552,2.63,-4.5,164.5,"N","N",17
"2016",2016-02-11,"Cairns Taipans","217721","Townsville Crocodiles","Townsville Entertainment Centre","Away",0,68,85,68,85,72,72,94.8,118.5,0.475,0.167,0.143,0.203,0.595,0.181,0.222,0.159,40.7,52.4,53.3,39.1,92.3,83.3,"200",27.4,3,18,21,12,20,1,12,1,68,24,59,8,15,12,13,68.2,8,28,36,19,14,4,13,3,85,33,63,9,23,10,12,2.63,1.552,4.5,164.5,"N","N",-17
"2016",2016-02-10,"Sydney Kings","217720","Perth Wildcats","Sydney Entertainment Centre","Home",1,103,77,103,77,76,76,136.3,101.9,0.623,0.146,0.263,0.443,0.486,0.146,0.379,0.068,55.7,44.6,40,25,79.4,62.5,"198",87,10,28,38,19,13,6,11,4,103,34,61,8,20,27,34,37.5,11,18,29,14,27,5,11,0,77,33,74,6,24,5,8,1.793,2.14,-2,170.5,"N","N",26
"2016",2016-02-10,"Perth Wildcats","217720","Sydney Kings","Sydney Entertainment Centre","Away",0,77,103,77,103,76,76,101.9,136.3,0.486,0.146,0.379,0.068,0.623,0.146,0.263,0.443,44.6,55.7,25,40,62.5,79.4,"199",37.5,11,18,29,14,27,5,11,0,77,33,74,6,24,5,8,87,10,28,38,19,13,6,11,4,103,34,61,8,20,27,34,2.14,1.793,2,170.5,"N","N",-26
"2016",2016-02-07,"New Zealand Breakers","217719","Cairns Taipans","Vector Arena","Home",1,85,74,85,74,73,73,117.1,102,0.564,0.152,0.263,0.086,0.443,0.083,0.29,0.171,50,40,34.6,23.1,50,80,"199",63,10,28,38,19,18,3,11,2,85,35,70,9,26,6,12,43.4,9,22,31,14,20,1,6,3,74,28,70,6,26,12,15,1.338,3.6,-7,163,"N","N",11
"2016",2016-02-07,"Cairns Taipans","217719","New Zealand Breakers","Vector Arena","Away",0,74,85,74,85,73,73,102,117.1,0.443,0.083,0.29,0.171,0.564,0.152,0.263,0.086,40,50,23.1,34.6,80,50,"199",43.4,9,22,31,14,20,1,6,3,74,28,70,6,26,12,15,63,10,28,38,19,18,3,11,2,85,35,70,9,26,6,12,3.6,1.338,7,163,"N","N",-11
"2016",2016-02-06,"Illawarra Hawks","217718","Townsville Crocodiles","WIN Entertainment Centre","Home",1,89,89,104,97,80,80,129.3,120.6,0.59,0.112,0.348,0.264,0.532,0.224,0.37,0.195,48.6,49.4,48.4,30,82.6,93.8,"224",83.6,8,15,23,19,18,14,9,8,104,35,72,15,31,19,23,62,17,29,46,14,20,2,18,2,97,38,77,6,20,15,16,1.136,6.94,-12,175,"N","Y",7
"2016",2016-02-06,"Townsville Crocodiles","217718","Illawarra Hawks","WIN Entertainment Centre","Away",0,89,89,97,104,80,80,120.6,129.3,0.532,0.224,0.37,0.195,0.59,0.112,0.348,0.264,49.4,48.6,30,48.4,93.8,82.6,"224",62,17,29,46,14,20,2,18,2,97,38,77,6,20,15,16,83.6,8,15,23,19,18,14,9,8,104,35,72,15,31,19,23,6.94,1.136,12,175,"N","Y",-7
"2016",2016-02-05,"Cairns Taipans","217717","Adelaide 36ers","Cairns Convention Centre","Home",1,95,89,95,89,79,79,119.7,112.2,0.508,0.101,0.226,0.424,0.516,0.164,0.267,0.381,45.5,47.6,25.9,31.3,87.5,68.6,"199",56,7,24,31,13,27,5,8,1,95,30,66,7,27,28,32,41.6,8,22,30,12,27,3,13,0,89,30,63,5,16,24,35,1.497,2.8,-5,169,"N","N",6
"2016",2016-02-05,"Adelaide 36ers","217717","Cairns Taipans","Cairns Convention Centre","Away",0,89,95,89,95,79,79,112.2,119.7,0.516,0.164,0.267,0.381,0.508,0.101,0.226,0.424,47.6,45.5,31.3,25.9,68.6,87.5,"199",41.6,8,22,30,12,27,3,13,0,89,30,63,5,16,24,35,56,7,24,31,13,27,5,8,1,95,30,66,7,27,28,32,2.8,1.497,5,169,"N","N",-6
"2016",2016-02-05,"Perth Wildcats","217716","Sydney Kings","Challenge Stadium","Home",1,95,81,95,81,73,73,130,110.8,0.559,0.192,0.395,0.279,0.518,0.164,0.211,0.386,48.5,45.6,47.6,31.8,86.4,88,"199",81,15,23,38,29,20,6,14,2,95,33,68,10,21,19,22,48.1,4,15,19,13,20,6,12,7,81,26,57,7,22,22,25,1.04,12.5,-16,170,"N","N",14
"2016",2016-02-05,"Sydney Kings","217716","Perth Wildcats","Challenge Stadium","Away",0,81,95,81,95,73,73,110.8,130,0.518,0.164,0.211,0.386,0.559,0.192,0.395,0.279,45.6,48.5,31.8,47.6,88,86.4,"199",48.1,4,15,19,13,20,6,12,7,81,26,57,7,22,22,25,81,15,23,38,29,20,6,14,2,95,33,68,10,21,19,22,12.5,1.04,16,170,"N","N",-14
"2016",2016-02-04,"Illawarra Hawks","217715","Melbourne United","WIN Entertainment Centre","Home",0,73,80,73,80,72,72,101.3,111,0.434,0.139,0.25,0.206,0.508,0.125,0.235,0.234,38.2,42.2,21.9,37.9,93.3,78.9,"199",39.4,8,24,32,12,24,4,10,3,73,26,68,7,32,14,15,53.4,8,26,34,12,16,3,9,3,80,27,64,11,29,15,19,1.574,2.57,-4,184,"N","N",-7
"2016",2016-02-04,"Melbourne United","217715","Illawarra Hawks","WIN Entertainment Centre","Away",1,80,73,80,73,72,72,111,101.3,0.508,0.125,0.235,0.234,0.434,0.139,0.25,0.206,42.2,38.2,37.9,21.9,78.9,93.3,"199",53.4,8,26,34,12,16,3,9,3,80,27,64,11,29,15,19,39.4,8,24,32,12,24,4,10,3,73,26,68,7,32,14,15,2.57,1.574,4,184,"N","N",7
"2016",2016-02-03,"Adelaide 36ers","217714","New Zealand Breakers","Adelaide Arena","Home",0,84,106,84,106,87,87,96.3,121.5,0.415,0.126,0.324,0.352,0.618,0.172,0.214,0.324,39.4,52.9,23.1,41.4,62.5,59.5,"200",44.5,12,25,37,12,30,8,11,4,84,28,71,3,13,25,40,75.9,9,33,42,23,28,5,15,2,106,36,68,12,29,22,37,1.699,2.29,-2.5,176,"N","N",-22
"2016",2016-02-03,"New Zealand Breakers","217714","Adelaide 36ers","Adelaide Arena","Away",1,106,84,106,84,87,87,121.5,96.3,0.618,0.172,0.214,0.324,0.415,0.126,0.324,0.352,52.9,39.4,41.4,23.1,59.5,62.5,"199",75.9,9,33,42,23,28,5,15,2,106,36,68,12,29,22,37,44.5,12,25,37,12,30,8,11,4,84,28,71,3,13,25,40,2.29,1.699,2.5,176,"N","N",22
"2016",2016-01-30,"Adelaide 36ers","217683","Illawarra Hawks","Adelaide Arena","Home",1,104,90,104,90,85,85,122.8,106.3,0.627,0.224,0.31,0.397,0.479,0.165,0.308,0.329,55.6,40,42.9,35.5,73.5,76.7,"199",78.2,13,29,42,22,25,7,19,2,104,35,63,9,21,25,34,37.8,8,18,26,13,30,5,14,1,90,28,70,11,31,23,30,1.606,2.49,-4,185.5,"N","N",14
"2016",2016-01-30,"Illawarra Hawks","217683","Adelaide 36ers","Adelaide Arena","Away",0,90,104,90,104,85,85,106.3,122.8,0.479,0.165,0.308,0.329,0.627,0.224,0.31,0.397,40,55.6,35.5,42.9,76.7,73.5,"199",37.8,8,18,26,13,30,5,14,1,90,28,70,11,31,23,30,78.2,13,29,42,22,25,7,19,2,104,35,63,9,21,25,34,2.49,1.606,4,185.5,"N","N",-14
"2016",2016-01-29,"Cairns Taipans","217682","Sydney Kings","Cairns Convention Centre","Home",1,81,76,81,76,74,74,109.7,102.9,0.598,0.122,0.071,0.131,0.508,0.149,0.242,0.21,54.1,46.8,36.8,25,47.1,61.9,"199",64.4,2,26,28,26,16,4,9,1,81,33,61,7,19,8,17,45.9,8,25,33,12,19,5,11,1,76,29,62,5,20,13,21,1.269,4.22,-8,167,"N","N",5
"2016",2016-01-29,"Sydney Kings","217682","Cairns Taipans","Cairns Convention Centre","Away",0,76,81,76,81,74,74,102.9,109.7,0.508,0.149,0.242,0.21,0.598,0.122,0.071,0.131,46.8,54.1,25,36.8,61.9,47.1,"199",45.9,8,25,33,12,19,5,11,1,76,29,62,5,20,13,21,64.4,2,26,28,26,16,4,9,1,81,33,61,7,19,8,17,4.22,1.269,8,167,"N","N",-5
"2016",2016-01-29,"New Zealand Breakers","217681","Townsville Crocodiles","Vector Arena","Home",1,77,74,77,74,76,76,101,97.1,0.41,0.144,0.417,0.328,0.401,0.223,0.415,0.239,35.8,36.6,26.9,23.8,61.1,60.7,"199",56.8,20,28,48,14,23,9,11,2,77,24,67,7,26,22,36,29.2,17,24,41,9,24,3,17,1,74,26,71,5,21,17,28,1.214,4.98,-9,164,"N","N",3
"2016",2016-01-29,"Townsville Crocodiles","217681","New Zealand Breakers","Vector Arena","Away",0,74,77,74,77,76,76,97.1,101,0.401,0.223,0.415,0.239,0.41,0.144,0.417,0.328,36.6,35.8,23.8,26.9,60.7,61.1,"199",29.2,17,24,41,9,24,3,17,1,74,26,71,5,21,17,28,56.8,20,28,48,14,23,9,11,2,77,24,67,7,26,22,36,4.98,1.214,9,164,"N","N",-3
"2016",2016-01-29,"Perth Wildcats","217680","Melbourne United","Challenge Stadium","Home",0,81,81,85,91,84,84,101.2,108.3,0.441,0.202,0.447,0.237,0.537,0.262,0.265,0.265,39.5,45.6,29.2,45.8,81.8,90,"224",59,17,21,38,18,21,12,17,4,85,30,76,7,24,18,22,48.2,9,25,34,12,20,6,22,2,91,31,68,11,24,18,20,1.354,3.49,-6.5,166.5,"N","Y",-6
"2016",2016-01-29,"Melbourne United","217680","Perth Wildcats","Challenge Stadium","Away",1,81,81,91,85,84,84,108.3,101.2,0.537,0.262,0.265,0.265,0.441,0.202,0.447,0.237,45.6,39.5,45.8,29.2,90,81.8,"224",48.2,9,25,34,12,20,6,22,2,91,31,68,11,24,18,20,59,17,21,38,18,21,12,17,4,85,30,76,7,24,18,22,3.49,1.354,6.5,166.5,"N","Y",6
"2016",2016-01-28,"Illawarra Hawks","217679","Adelaide 36ers","WIN Entertainment Centre","Home",1,104,97,104,97,86,86,120.9,112.7,0.519,0.128,0.353,0.263,0.612,0.198,0.133,0.224,47.5,53.7,21.9,41.7,87.5,88.2,"199",69,12,22,34,17,19,7,11,2,104,38,80,7,32,21,24,64.4,4,26,30,20,23,7,17,2,97,36,67,10,24,15,17,1.404,3.2,-6.5,185,"N","N",7
"2016",2016-01-28,"Adelaide 36ers","217679","Illawarra Hawks","WIN Entertainment Centre","Away",0,97,104,97,104,86,86,112.7,120.9,0.612,0.198,0.133,0.224,0.519,0.128,0.353,0.263,53.7,47.5,41.7,21.9,88.2,87.5,"199",64.4,4,26,30,20,23,7,17,2,97,36,67,10,24,15,17,69,12,22,34,17,19,7,11,2,104,38,80,7,32,21,24,3.2,1.404,6.5,185,"N","N",-7
"2016",2016-01-27,"Townsville Crocodiles","217678","Sydney Kings","Townsville Entertainment Centre","Home",1,96,88,96,88,79,79,121.3,111.2,0.5,0.088,0.372,0.171,0.528,0.139,0.281,0.183,47.6,47.9,18.2,35,63.6,72.2,"199",66,16,27,43,13,17,5,7,1,96,39,82,4,22,14,22,49.8,9,23,32,13,19,1,11,2,88,34,71,7,20,13,18,1.389,3.28,-6.5,171,"N","N",8
"2016",2016-01-27,"Sydney Kings","217678","Townsville Crocodiles","Townsville Entertainment Centre","Away",0,88,96,88,96,79,79,111.2,121.3,0.528,0.139,0.281,0.183,0.5,0.088,0.372,0.171,47.9,47.6,35,18.2,72.2,63.6,"199",49.8,9,23,32,13,19,1,11,2,88,34,71,7,20,13,18,66,16,27,43,13,17,5,7,1,96,39,82,4,22,14,22,3.28,1.389,6.5,171,"N","N",-8
"2016",2016-01-25,"Perth Wildcats","217677","Cairns Taipans","Challenge Stadium","Home",1,84,74,84,74,71,71,119.1,105,0.561,0.156,0.237,0.351,0.459,0.085,0.303,0.096,49.1,39.7,44.4,33.3,74.1,70,"199",69.9,9,29,38,23,14,1,11,2,84,28,57,8,18,20,27,49.2,10,23,33,16,21,5,6,2,74,29,73,9,27,7,10,1.151,6.4,-11,159,"N","N",10
"2016",2016-01-25,"Cairns Taipans","217677","Perth Wildcats","Challenge Stadium","Away",0,74,84,74,84,71,71,105,119.1,0.459,0.085,0.303,0.096,0.561,0.156,0.237,0.351,39.7,49.1,33.3,44.4,70,74.1,"199",49.2,10,23,33,16,21,5,6,2,74,29,73,9,27,7,10,69.9,9,29,38,23,14,1,11,2,84,28,57,8,18,20,27,6.4,1.151,11,159,"N","N",-10
"2016",2016-01-23,"Cairns Taipans","217676","New Zealand Breakers","Cairns Convention Centre","Home",1,90,87,90,87,74,74,122,118,0.508,0.108,0.321,0.459,0.561,0.136,0.333,0.197,42.6,50,45.5,33.3,77.8,43.3,"199",54,9,19,28,13,20,5,8,0,90,26,61,10,22,28,36,57.8,12,24,36,15,27,5,10,5,87,33,66,8,24,13,30,1.729,2.24,-2.5,157,"N","N",3
"2016",2016-01-23,"New Zealand Breakers","217676","Cairns Taipans","Cairns Convention Centre","Away",0,87,90,87,90,74,74,118,122,0.561,0.136,0.333,0.197,0.508,0.108,0.321,0.459,50,42.6,33.3,45.5,43.3,77.8,"199",57.8,12,24,36,15,27,5,10,5,87,33,66,8,24,13,30,54,9,19,28,13,20,5,8,0,90,26,61,10,22,28,36,2.24,1.729,2.5,157,"N","N",-3
"2016",2016-01-22,"Adelaide 36ers","217675","Melbourne United","Adelaide Arena","Home",1,90,81,90,81,73,73,123.7,111.3,0.475,0.055,0.364,0.175,0.516,0.151,0.281,0.274,46.3,41.9,13.3,40,82.4,68,"199",69.1,16,28,44,17,19,4,4,1,90,37,80,2,15,14,17,47.4,9,23,32,15,20,1,11,1,81,26,62,12,30,17,25,1.763,2.19,-2,177.5,"N","N",9
"2016",2016-01-22,"Melbourne United","217675","Adelaide 36ers","Adelaide Arena","Away",0,81,90,81,90,73,73,111.3,123.7,0.516,0.151,0.281,0.274,0.475,0.055,0.364,0.175,41.9,46.3,40,13.3,68,82.4,"199",47.4,9,23,32,15,20,1,11,1,81,26,62,12,30,17,25,69.1,16,28,44,17,19,4,4,1,90,37,80,2,15,14,17,2.19,1.763,2,177.5,"N","N",-9
"2016",2016-01-21,"Townsville Crocodiles","217674","New Zealand Breakers","Townsville Entertainment Centre","Home",1,89,66,89,66,77,77,116.1,86.1,0.522,0.091,0.222,0.246,0.406,0.157,0.257,0.145,47.8,36.2,40,25,63,66.7,"199",63.6,8,28,36,16,19,5,7,3,89,33,69,6,15,17,27,28.6,9,26,35,11,23,1,12,3,66,25,69,6,24,10,15,2.41,1.641,3.5,166.5,"N","N",23
"2016",2016-01-21,"New Zealand Breakers","217674","Townsville Crocodiles","Townsville Entertainment Centre","Away",0,66,89,66,89,77,77,86.1,116.1,0.406,0.157,0.257,0.145,0.522,0.091,0.222,0.246,36.2,47.8,25,40,66.7,63,"199",28.6,9,26,35,11,23,1,12,3,66,25,69,6,24,10,15,63.6,8,28,36,16,19,5,7,3,89,33,69,6,15,17,27,1.641,2.41,-3.5,166.5,"N","N",-23
"2016",2016-01-21,"Perth Wildcats","217673","Illawarra Hawks","Challenge Stadium","Home",1,95,72,95,72,81,81,117.7,89.2,0.539,0.186,0.282,0.406,0.516,0.223,0.143,0.111,45.3,42.9,47.8,40.7,81.3,53.8,"199",73,11,28,39,19,18,8,15,3,95,29,64,11,23,26,32,34.4,4,24,28,14,25,6,18,3,72,27,63,11,27,7,13,1.492,2.82,-5,175,"N","N",23
"2016",2016-01-21,"Illawarra Hawks","217673","Perth Wildcats","Challenge Stadium","Away",0,72,95,72,95,81,81,89.2,117.7,0.516,0.223,0.143,0.111,0.539,0.186,0.282,0.406,42.9,45.3,40.7,47.8,53.8,81.3,"199",34.4,4,24,28,14,25,6,18,3,72,27,63,11,27,7,13,73,11,28,39,19,18,8,15,3,95,29,64,11,23,26,32,2.82,1.492,5,175,"N","N",-23
"2016",2016-01-20,"Adelaide 36ers","217672","Sydney Kings","Adelaide Arena","Home",1,96,89,96,89,83,83,115.6,107.2,0.587,0.132,0.216,0.107,0.525,0.108,0.206,0.049,52,48.1,50,33.3,80,44.4,"199",71.8,8,29,37,16,12,4,11,3,96,39,75,10,20,8,10,62.1,7,27,34,16,16,6,9,5,89,39,81,7,21,4,9,1.16,6.15,-10.5,181.5,"N","N",7
"2016",2016-01-20,"Sydney Kings","217672","Adelaide 36ers","Adelaide Arena","Away",0,89,96,89,96,83,83,107.2,115.6,0.525,0.108,0.206,0.049,0.587,0.132,0.216,0.107,48.1,52,33.3,50,44.4,80,"199",62.1,7,27,34,16,16,6,9,5,89,39,81,7,21,4,9,71.8,8,29,37,16,12,4,11,3,96,39,75,10,20,8,10,6.15,1.16,10.5,181.5,"N","N",-7
"2016",2016-01-17,"New Zealand Breakers","217671","Illawarra Hawks","Vector Arena","Home",0,80,80,96,103,100,100,95.8,102.7,0.424,0.209,0.267,0.196,0.5,0.15,0.189,0.355,37,43.4,26.3,35.7,66.7,79.4,"249",63.9,16,44,60,18,28,11,21,4,96,34,92,10,38,18,27,63.2,7,30,37,14,25,10,15,4,103,33,76,10,28,27,34,1.781,2.16,-2,178.5,"N","Y",-7
"2016",2016-01-17,"Illawarra Hawks","217671","New Zealand Breakers","Vector Arena","Away",1,80,80,103,96,100,100,102.7,95.8,0.5,0.15,0.189,0.355,0.424,0.209,0.267,0.196,43.4,37,35.7,26.3,79.4,66.7,"249",63.2,7,30,37,14,25,10,15,4,103,33,76,10,28,27,34,63.9,16,44,60,18,28,11,21,4,96,34,92,10,38,18,27,2.16,1.781,2,178.5,"N","Y",7
"2016",2016-01-16,"Townsville Crocodiles","217670","Adelaide 36ers","Townsville Entertainment Centre","Home",0,103,108,103,108,76,76,135.4,142,0.554,0.066,0.484,0.133,0.577,0.158,0.457,0.508,48.2,47.7,41.4,44.8,52.4,76.7,"199",66.9,15,16,31,19,32,4,5,5,103,40,83,12,29,11,21,69.4,16,19,35,16,24,3,12,1,108,31,65,13,29,33,43,2.02,1.884,1.5,172.5,"N","N",-5
"2016",2016-01-16,"Adelaide 36ers","217670","Townsville Crocodiles","Townsville Entertainment Centre","Away",1,108,103,108,103,76,76,142,135.4,0.577,0.158,0.457,0.508,0.554,0.066,0.484,0.133,47.7,48.2,44.8,41.4,76.7,52.4,"199",69.4,16,19,35,16,24,3,12,1,108,31,65,13,29,33,43,66.9,15,16,31,19,32,4,5,5,103,40,83,12,29,11,21,1.884,2.02,-1.5,172.5,"N","N",5
"2016",2016-01-15,"Melbourne United","217669","Cairns Taipans","State Netball and Hockey Centre","Home",1,98,68,98,68,71,71,137.8,95.6,0.583,0.07,0.308,0.194,0.396,0.127,0.316,0.224,50,35.8,34.3,26.3,70,78.9,"199",73.8,12,27,39,14,16,3,5,1,98,36,72,12,35,14,20,37.1,12,26,38,10,16,2,9,0,68,24,67,5,19,15,19,1.284,4.07,-7.5,165.5,"N","N",30
