"Season","Date","Team","Opp","Venue","HA","Player","Status","Pos","Min","FIC","Off","Def","Reb","Ast","PF","STL","TO","BLK","PTS","FGM","FGA","3PM","3PA","FTM","FTA","Gameid","result","mov","doubles","fantasy"
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Bryce Cotton","Starter","PG",36.2666666666667,22.1,1,4,5,4,2,1,2,0,36,14,25,6,9,2,3,"336800",0,-19,1,59
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Nicholas Kay","Starter","C",34.1666666666667,18.6,3,4,7,2,2,1,0,2,18,6,10,2,4,4,5,"336800",0,-19,1,52
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Terrico White","Starter","SF",22.1333333333333,-2.5,2,1,3,1,1,0,1,0,2,1,9,0,3,0,0,"336800",0,-19,0,7
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Dario Hunt","Starter","PF",19.7833333333333,4.8,2,7,9,2,2,0,4,0,5,2,5,0,0,1,2,"336800",0,-19,0,21
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Damian Martin","Starter","SG",16.8666666666667,2.2,1,1,2,2,2,0,2,0,3,1,2,1,2,0,0,"336800",0,-19,0,11
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Mitchell Norton","Bench","PG",21.5,2.9,0,2,2,2,2,0,2,0,8,2,5,1,1,3,5,"336800",0,-19,0,12
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Clint Steindl","Bench","SF",20.1333333333333,1.8,2,0,2,2,1,0,0,1,4,1,8,0,3,2,2,"336800",0,-19,0,17
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Jesse Wagstaff","Bench","SF",15.4166666666667,6,0,6,6,1,3,0,0,0,5,2,4,1,2,0,0,"336800",0,-19,0,20
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Majok Majok","Bench","PF",5.36666666666667,-0.2,0,1,1,0,1,0,1,0,2,0,1,0,0,2,2,"336800",0,-19,0,2
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Rhys Vague","Bench","PF",5.25,-2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,"336800",0,-19,0,-2
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Nic Pozoglou","Bench","PF",3.1,2.2,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,"336800",0,-19,0,5
"2020",2019-11-10,"Perth Wildcats","Sydney Kings","Qudos Bank Arena","Away","Team","","",NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336800",0,-19,NA,NA
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Melo Trimble","Starter","SG",34.6166666666667,25.1,2,4,6,4,3,2,4,0,32,11,13,3,4,7,7,"336799",1,19,1,62
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Chris Goulding","Starter","SF",31.95,7.6,1,2,3,1,2,0,4,0,20,6,13,5,10,3,3,"336799",1,19,1,26
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","David Barlow","Starter","PF",29.6,16.5,0,7,7,4,1,1,0,0,12,3,5,3,4,3,4,"336799",1,19,1,45
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Mitchell McCarron","Starter","PG",24.8333333333333,8.1,1,3,4,5,2,3,1,0,6,2,8,0,3,2,3,"336799",1,19,0,38
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Shawn Long","Starter","C",24,10.1,3,1,4,1,1,1,1,3,16,6,15,0,0,4,5,"336799",1,19,1,41
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Casey Prather","Bench","SF",17.1,4.4,0,4,4,0,0,1,2,1,7,3,7,0,2,1,1,"336799",1,19,0,19
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Alex Pledger","Bench","C",13.5,10.2,4,2,6,2,0,0,1,0,6,2,2,0,0,2,2,"336799",1,19,0,28
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Shea Ili","Bench","PG",10.2666666666667,2.8,1,0,1,2,4,0,0,0,4,2,3,0,0,0,0,"336799",1,19,0,15
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Jo Acuil","Bench","C",8.15,1.8,0,2,2,0,4,0,1,1,6,3,5,0,0,0,0,"336799",1,19,0,13
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Tohi Smith-Milner","Bench","PF",4.08333333333333,-2.8,1,0,1,0,1,0,1,0,0,0,3,0,2,0,0,"336799",1,19,0,2
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Sam McDaniel","Bench","SF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"336799",1,19,0,2
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Samuel Short","Bench","SG",0.883333333333333,-0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"336799",1,19,0,2
"2020",2019-11-10,"Melbourne United","Adelaide 36ers","Melbourne Arena","Home","Team","","",NA,NA,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336799",1,19,NA,NA
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Jerome Randle","Starter","PG",24.1166666666667,7.8,0,2,2,3,3,1,2,0,17,5,12,1,3,6,6,"336799",0,-19,1,28
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Daniel Johnson","Starter","C",23.2666666666667,10.6,2,2,4,2,3,1,1,0,13,5,8,2,2,1,1,"336799",0,-19,1,32
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Ramone Moore","Starter","SG",22.2166666666667,4.2,2,1,3,3,0,1,4,0,9,4,10,1,2,0,0,"336799",0,-19,0,20
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Anthony Drmic","Starter","SF",22.2,12.6,1,1,2,2,0,3,0,0,16,6,12,1,4,3,3,"336799",0,-19,1,37
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Eric Griffin","Starter","PF",21.2,2.5,0,3,3,0,4,0,2,3,11,4,11,0,3,3,4,"336799",0,-19,1,21
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Jack McVeigh","Bench","SF",19.8,4.5,1,1,2,0,0,3,0,0,5,2,7,1,4,0,0,"336799",0,-19,0,21
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Obi Kyei","Bench","SF",18.2166666666667,-1.2,1,1,2,0,3,0,1,1,0,0,2,0,0,0,0,"336799",0,-19,0,6
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Kevin White","Bench","SG",15.2833333333333,4.5,2,1,3,3,4,0,2,0,5,2,3,1,2,0,0,"336799",0,-19,0,19
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Daniel Dillon","Bench","SF",14.2333333333333,4.5,1,1,2,1,1,0,2,0,8,2,3,0,0,4,4,"336799",0,-19,0,12
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Harry Froling","Bench","C",13.6833333333333,2.2,0,2,2,2,5,0,0,1,4,2,5,0,2,0,0,"336799",0,-19,0,17
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Brendan Teys","Bench","PG",5.8,0.5,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,"336799",0,-19,0,2
"2020",2019-11-10,"Adelaide 36ers","Melbourne United","Melbourne Arena","Away","Team","","",NA,NA,2,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336799",0,-19,NA,NA
"2020",2019-11-09,"Illawarra Hawks","Cairns Taipans","Cairns Convention Centre","Away","Todd Blanchfield","Starter","SG",36.7,5.8,3,2,5,2,3,0,0,0,12,4,14,2,10,2,2,"336798",1,10,1,30
"2020",2019-11-09,"Illawarra Hawks","Cairns Taipans","Cairns Convention Centre","Away","LaMelo Ball","Starter","PG",32.5,20.2,3,3,6,8,3,3,3,1,24,9,21,5,11,1,2,"336798",1,10,1,73
"2020",2019-11-09,"Illawarra Hawks","Cairns Taipans","Cairns Convention Centre","Away","David Andersen","Starter","PF",27.1666666666667,12.8,4,4,8,2,2,1,5,0,17,8,11,1,2,0,0,"336798",1,10,1,39
"2020",2019-11-09,"Illawarra Hawks","Cairns Taipans","Cairns Convention Centre","Away","A.J. Ogilvy","Starter","C",20.5833333333333,5.5,5,3,8,1,1,1,3,1,7,2,9,0,0,3,4,"336798",1,10,0,31
"2020",2019-11-09,"Illawarra Hawks","Cairns Taipans","Cairns Convention Centre","Away","Daniel Grida","Starter","SF",6.73333333333333,-1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,"336798",1,10,0,5
"2020",2019-11-09,"Illawarra Hawks","Cairns Taipans","Cairns Convention Centre","Away","Sunday Dech","Bench","SG",26.9666666666667,21.5,5,0,5,5,3,1,0,0,21,7,10,4,5,3,4,"336798",1,10,1,59
"2020",2019-11-09,"Illawarra Hawks","Cairns Taipans","Cairns Convention Centre","Away","Josh Boone","Bench","PF",22.9666666666667,15.2,4,5,9,1,3,1,0,1,15,7,11,0,0,1,2,"336798",1,10,1,47
"2020",2019-11-09,"Illawarra Hawks","Cairns Taipans","Cairns Convention Centre","Away","Emmett Naar","Bench","PG",12.9333333333333,3.5,1,0,1,2,1,0,1,0,5,2,4,1,1,0,0,"336798",1,10,0,14
"2020",2019-11-09,"Illawarra Hawks","Cairns Taipans","Cairns Convention Centre","Away","Tim Coenraad","Bench","SF",9.28333333333333,1,1,1,2,1,2,0,0,0,0,0,1,0,1,0,0,"336798",1,10,0,10
"2020",2019-11-09,"Illawarra Hawks","Cairns Taipans","Cairns Convention Centre","Away","Angus Glover","Bench","PG",4.16666666666667,0.5,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,"336798",1,10,0,7
"2020",2019-11-09,"Illawarra Hawks","Cairns Taipans","Cairns Convention Centre","Away","Team","","",NA,NA,1,3,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"336798",1,10,NA,NA
"2020",2019-11-09,"Cairns Taipans","Illawarra Hawks","Cairns Convention Centre","Home","Cameron Oliver","Starter","SF",32.15,10.4,3,4,7,1,2,1,3,2,16,7,14,0,3,2,3,"336798",0,-10,1,38
"2020",2019-11-09,"Cairns Taipans","Illawarra Hawks","Cairns Convention Centre","Home","D.J. Newbill","Starter","SG",31.6166666666667,8.6,0,1,1,4,2,4,1,0,12,4,11,1,6,3,5,"336798",0,-10,1,36
"2020",2019-11-09,"Cairns Taipans","Illawarra Hawks","Cairns Convention Centre","Home","Scott Machado","Starter","PG",30.2,6,1,1,2,2,5,1,3,0,12,3,5,2,3,4,4,"336798",0,-10,1,22
"2020",2019-11-09,"Cairns Taipans","Illawarra Hawks","Cairns Convention Centre","Home","Majok Deng","Starter","C",28.9666666666667,8.4,1,4,5,4,4,1,3,0,10,3,6,1,4,3,3,"336798",0,-10,1,31
"2020",2019-11-09,"Cairns Taipans","Illawarra Hawks","Cairns Convention Centre","Home","Kouat Noi","Starter","PF",21.0666666666667,3.9,1,2,3,1,1,0,2,0,10,4,8,0,3,2,3,"336798",0,-10,1,13
"2020",2019-11-09,"Cairns Taipans","Illawarra Hawks","Cairns Convention Centre","Home","Mirko Djeric","Bench","PG",23.5666666666667,16.2,2,3,5,1,0,1,0,0,19,6,10,3,5,4,4,"336798",0,-10,1,39
"2020",2019-11-09,"Cairns Taipans","Illawarra Hawks","Cairns Convention Centre","Home","Nathan Jawai","Bench","C",15.1833333333333,2,0,0,0,3,3,0,1,0,6,2,5,0,0,2,2,"336798",0,-10,0,12
"2020",2019-11-09,"Cairns Taipans","Illawarra Hawks","Cairns Convention Centre","Home","Jarrod Kenny","Bench","PG",13.45,2.2,1,1,2,2,3,0,0,0,3,1,4,1,4,0,0,"336798",0,-10,0,14
"2020",2019-11-09,"Cairns Taipans","Illawarra Hawks","Cairns Convention Centre","Home","Fabijan Krslovic","Bench","SF",3.71666666666667,1.5,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,"336798",0,-10,0,4
"2020",2019-11-09,"Cairns Taipans","Illawarra Hawks","Cairns Convention Centre","Home","Team","","",NA,NA,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336798",0,-10,NA,NA
"2020",2019-11-09,"South East Melbourne Phoenix","New Zealand Breakers","Melbourne Arena","Home","Dane Pineau","Starter","C",34.1833333333333,17.5,2,5,7,2,2,0,2,3,18,8,10,0,0,2,2,"336797",1,25,1,49
"2020",2019-11-09,"South East Melbourne Phoenix","New Zealand Breakers","Melbourne Arena","Home","John Roberson","Starter","PG",27.65,11.6,0,2,2,9,2,1,2,0,17,7,17,2,7,1,3,"336797",1,25,1,45
"2020",2019-11-09,"South East Melbourne Phoenix","New Zealand Breakers","Melbourne Arena","Home","Ben Madgen","Starter","SG",27.0833333333333,4,0,6,6,1,2,0,3,0,10,4,9,1,5,1,2,"336797",1,25,1,19
"2020",2019-11-09,"South East Melbourne Phoenix","New Zealand Breakers","Melbourne Arena","Home","Mitchell Creek","Starter","PF",25.55,20.9,0,11,11,4,3,0,0,0,21,8,12,1,1,4,5,"336797",1,25,2,65
"2020",2019-11-09,"South East Melbourne Phoenix","New Zealand Breakers","Melbourne Arena","Home","Kendall Stephens","Starter","SF",18.3666666666667,2.2,0,2,2,3,3,0,1,1,3,1,5,1,5,0,0,"336797",1,25,0,19
"2020",2019-11-09,"South East Melbourne Phoenix","New Zealand Breakers","Melbourne Arena","Home","Jaye Crockett","Bench","SF",27.3166666666667,11.9,3,5,8,2,3,3,4,1,14,4,8,0,1,6,9,"336797",1,25,1,44
"2020",2019-11-09,"South East Melbourne Phoenix","New Zealand Breakers","Melbourne Arena","Home","Adam Gibson","Bench","PG",22.3166666666667,6.5,2,4,6,1,3,0,1,0,6,2,4,2,3,0,0,"336797",1,25,0,24
"2020",2019-11-09,"South East Melbourne Phoenix","New Zealand Breakers","Melbourne Arena","Home","Kyle Adnam","Bench","PG",13.65,5.8,0,0,0,0,0,0,1,0,12,5,6,1,1,1,2,"336797",1,25,1,12
"2020",2019-11-09,"South East Melbourne Phoenix","New Zealand Breakers","Melbourne Arena","Home","Daniel Trist","Bench","SF",3.68333333333333,1.5,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,"336797",1,25,0,6
"2020",2019-11-09,"South East Melbourne Phoenix","New Zealand Breakers","Melbourne Arena","Home","Team","","",NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336797",1,25,NA,NA
"2020",2019-11-09,"New Zealand Breakers","South East Melbourne Phoenix","Melbourne Arena","Away","Brandon Ashley","Starter","C",34.1,13,4,8,12,1,4,0,3,2,17,5,12,0,0,7,8,"336797",0,-25,2,56
"2020",2019-11-09,"New Zealand Breakers","South East Melbourne Phoenix","Melbourne Arena","Away","Thomas Abercrombie","Starter","PF",32.2166666666667,1.5,0,0,0,1,3,1,1,0,5,2,4,1,3,0,0,"336797",0,-25,0,10
"2020",2019-11-09,"New Zealand Breakers","South East Melbourne Phoenix","Melbourne Arena","Away","Corey Webster","Starter","PG",30.6666666666667,11.5,0,5,5,3,2,0,2,0,22,8,18,4,10,2,2,"336797",0,-25,1,36
"2020",2019-11-09,"New Zealand Breakers","South East Melbourne Phoenix","Melbourne Arena","Away","Glen Rice","Starter","SG",27.0833333333333,8,1,6,7,1,2,2,2,0,19,7,19,2,9,3,6,"336797",0,-25,1,34
"2020",2019-11-09,"New Zealand Breakers","South East Melbourne Phoenix","Melbourne Arena","Away","R.J. Hampton","Starter","SF",4.06666666666667,-3,0,0,0,1,3,0,1,0,0,0,2,0,1,0,0,"336797",0,-25,0,0
"2020",2019-11-09,"New Zealand Breakers","South East Melbourne Phoenix","Melbourne Arena","Away","Sek Henry","Bench","SG",35.9333333333333,9.8,1,4,5,8,4,2,2,0,11,5,15,1,5,0,0,"336797",0,-25,1,46
"2020",2019-11-09,"New Zealand Breakers","South East Melbourne Phoenix","Melbourne Arena","Away","Jordan Ngatai","Bench","SF",14.9166666666667,0.8,2,0,2,1,3,0,0,0,0,0,1,0,0,0,0,"336797",0,-25,0,9
"2020",2019-11-09,"New Zealand Breakers","South East Melbourne Phoenix","Melbourne Arena","Away","Ethan Rusbatch","Bench","SF",11.9833333333333,3.2,0,2,2,0,0,1,1,0,4,2,3,0,1,0,0,"336797",0,-25,0,10
"2020",2019-11-09,"New Zealand Breakers","South East Melbourne Phoenix","Melbourne Arena","Away","Tom Vodanovich","Bench","SF",9.05,-2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,"336797",0,-25,0,-2
"2020",2019-11-09,"New Zealand Breakers","South East Melbourne Phoenix","Melbourne Arena","Away","Team","","",NA,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336797",0,-25,NA,NA
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Casper Ware","Starter","PG",30.75,8.6,0,1,1,5,1,0,2,0,17,5,11,1,4,6,9,"336796",1,10,1,27
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Jae'sean Tate","Starter","SF",26.2833333333333,7.1,0,2,2,0,5,1,0,0,18,7,12,0,1,4,5,"336796",1,10,1,25
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Brad Newley","Starter","PF",24.7333333333333,19.2,3,4,7,1,1,1,0,0,20,7,9,4,4,2,4,"336796",1,10,1,47
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Didi Louzada","Starter","SG",21.9833333333333,9.2,0,4,4,1,1,3,1,1,11,4,10,2,5,1,2,"336796",1,10,1,36
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Andrew Bogut","Starter","C",20.1666666666667,9.5,1,7,8,2,2,2,1,3,2,1,5,0,0,0,0,"336796",1,10,0,43
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Craig Moller","Bench","SF",25.8166666666667,10.8,4,2,6,2,4,1,2,0,13,5,8,1,2,2,2,"336796",1,10,1,37
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Shaun Bruce","Bench","SG",18.9833333333333,5.2,0,0,0,8,0,1,2,0,2,1,5,0,3,0,0,"336796",1,10,0,26
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Daniel Kickert","Bench","C",15.95,0.2,0,0,0,0,2,0,0,0,5,2,4,1,2,0,2,"336796",1,10,0,5
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Deshon Taylor","Bench","SG",13.2666666666667,0.5,0,3,3,0,2,0,1,0,7,3,9,1,6,0,0,"336796",1,10,0,11
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Jordan Hunter","Bench","C",1.23333333333333,-0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"336796",1,10,0,2
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Kuany Kuany","Bench","SF",0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"336796",1,10,0,2
"2020",2019-11-08,"Sydney Kings","Brisbane Bullets","Brisbane Entertainment Centre","Away","Team","","",NA,NA,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336796",1,10,NA,NA
"2020",2019-11-08,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Lamar Patterson","Starter","SF",33,14.5,1,10,11,7,4,2,4,1,20,6,19,1,6,7,10,"336796",0,-10,2,70
"2020",2019-11-08,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Taylor Braun","Starter","SG",32.7,6,1,4,5,3,3,1,1,1,7,3,10,1,6,0,0,"336796",0,-10,0,31
"2020",2019-11-08,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Nathan Sobey","Starter","PG",19,4.6,1,5,6,1,5,0,2,0,12,5,11,1,2,1,1,"336796",0,-10,1,22
"2020",2019-11-08,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Matt Hodgson","Starter","C",18.3,4.6,1,2,3,0,5,0,2,0,13,6,7,0,0,1,3,"336796",0,-10,1,14
"2020",2019-11-08,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Mika Vukona","Starter","PF",10.2,-1.2,1,1,2,0,1,0,3,0,2,1,2,0,0,0,0,"336796",0,-10,0,1
"2020",2019-11-08,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Jason Cadee","Bench","PG",24.9166666666667,3,1,1,2,1,2,0,3,0,11,3,8,3,7,2,2,"336796",0,-10,1,14
"2020",2019-11-08,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Will Magnay","Bench","C",19.2666666666667,10.2,4,3,7,2,4,1,1,3,4,1,3,0,1,2,2,"336796",0,-10,0,41
"2020",2019-11-08,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","E.J. Singler","Bench","SF",19.05,4.2,1,2,3,0,5,0,0,0,8,3,5,2,3,0,0,"336796",0,-10,0,16
"2020",2019-11-08,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Cameron Gliddon","Bench","SF",17.7166666666667,3.5,0,1,1,0,0,1,1,0,5,2,3,1,2,0,0,"336796",0,-10,0,10
"2020",2019-11-08,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Reuben Te Rangi","Bench","SF",5.85,1,0,1,1,0,1,0,0,0,3,1,3,1,2,0,0,"336796",0,-10,0,5
"2020",2019-11-08,"Brisbane Bullets","Sydney Kings","Brisbane Entertainment Centre","Home","Team","","",NA,NA,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336796",0,-10,NA,NA
"2020",2019-11-07,"New Zealand Breakers","Melbourne United","Vector Arena","Home","Thomas Abercrombie","Starter","PF",37.6166666666667,9.1,1,3,4,1,3,0,1,0,16,3,8,3,5,7,7,"336795",0,-3,1,27
"2020",2019-11-07,"New Zealand Breakers","Melbourne United","Vector Arena","Home","Corey Webster","Starter","SG",32.95,13.8,3,5,8,4,2,1,2,0,20,9,20,2,9,0,0,"336795",0,-3,1,48
"2020",2019-11-07,"New Zealand Breakers","Melbourne United","Vector Arena","Home","Sek Henry","Starter","PG",29.4833333333333,2.2,0,1,1,2,2,3,1,0,6,3,10,0,4,0,0,"336795",0,-3,0,21
"2020",2019-11-07,"New Zealand Breakers","Melbourne United","Vector Arena","Home","Brandon Ashley","Starter","C",27.2666666666667,12,4,4,8,1,3,0,0,0,10,5,6,0,0,0,0,"336795",0,-3,1,33
"2020",2019-11-07,"New Zealand Breakers","Melbourne United","Vector Arena","Home","R.J. Hampton","Starter","SF",26.0833333333333,8.1,2,5,7,2,4,0,2,0,16,6,12,1,4,3,7,"336795",0,-3,1,28
"2020",2019-11-07,"New Zealand Breakers","Melbourne United","Vector Arena","Home","Glen Rice","Bench","SG",18.3,17,0,2,2,3,5,1,0,0,26,6,10,2,4,12,12,"336795",0,-3,1,43
"2020",2019-11-07,"New Zealand Breakers","Melbourne United","Vector Arena","Home","Ethan Rusbatch","Bench","SF",9.36666666666667,5.8,0,4,4,1,2,0,0,0,5,1,2,1,2,2,2,"336795",0,-3,0,17
"2020",2019-11-07,"New Zealand Breakers","Melbourne United","Vector Arena","Home","Tom Vodanovich","Bench","SF",8.26666666666667,1.2,4,1,5,0,1,0,2,0,2,1,4,0,2,0,0,"336795",0,-3,0,11
"2020",2019-11-07,"New Zealand Breakers","Melbourne United","Vector Arena","Home","Ater Majok","Bench","C",5.56666666666667,0.8,1,1,2,0,1,0,0,1,0,0,2,0,0,0,0,"336795",0,-3,0,8
"2020",2019-11-07,"New Zealand Breakers","Melbourne United","Vector Arena","Home","Jarrad Weeks","Bench","PG",5.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"336795",0,-3,0,3
"2020",2019-11-07,"New Zealand Breakers","Melbourne United","Vector Arena","Home","Team","","",NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336795",0,-3,NA,NA
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","Mitchell McCarron","Starter","PG",31.6833333333333,9.8,3,4,7,2,3,1,0,0,6,3,5,0,1,0,0,"336795",1,3,0,34
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","David Barlow","Starter","PF",30.8,8.2,2,3,5,1,4,1,2,0,12,4,7,3,6,1,2,"336795",1,3,1,30
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","Chris Goulding","Starter","SF",28.9333333333333,18.5,1,3,4,4,0,0,0,0,24,8,15,4,10,4,4,"336795",1,3,1,48
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","Shawn Long","Starter","C",27.2666666666667,13.2,3,5,8,1,2,1,3,0,22,9,16,0,1,4,4,"336795",1,3,1,41
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","Melo Trimble","Starter","SG",26.95,10.1,0,3,3,5,3,1,1,0,16,6,13,0,4,4,5,"336795",1,3,1,37
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","Shea Ili","Bench","PG",17.6833333333333,4.9,0,0,0,1,1,0,0,0,13,4,9,1,3,4,5,"336795",1,3,1,16
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","Casey Prather","Bench","SF",14.7333333333333,1.5,1,2,3,0,2,0,1,0,7,2,7,1,3,2,2,"336795",1,3,0,13
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","Jo Acuil","Bench","C",10.15,6.2,2,1,3,1,2,1,0,2,2,1,2,0,0,0,0,"336795",1,3,0,27
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","Tohi Smith-Milner","Bench","PF",9.2,2,1,3,4,0,3,0,1,0,2,0,0,0,0,2,2,"336795",1,3,0,11
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","Alex Pledger","Bench","C",2.16666666666667,-2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,"336795",1,3,0,1
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","Sam McDaniel","Bench","SF",0.416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"336795",1,3,0,2
"2020",2019-11-07,"Melbourne United","New Zealand Breakers","Vector Arena","Away","Team","","",NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336795",1,3,NA,NA
